id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
3084	soxhlet extraction	-0.3719	0.2779	4	161	199	16	2016.625
3085	soxhlet method	-0.2935	0.102	4	127	145	11	2016
3086	soy methyl ester	0.8275	-0.0496	3	130	190	17	2012.1765
3087	soy oil	-0.2074	-0.7738	2	102	123	13	2013.8462
3088	soybean methyl ester	0.8733	-0.2074	3	196	252	16	2012.9375
3089	soybean oil methyl ester	0.5366	0.0391	3	118	162	13	2013.7692
3090	spain	-0.4484	-0.6948	2	374	622	50	2013.44
3091	span	0.7091	-0.2364	3	262	458	30	2016.5667
3092	spark	0.897	-0.4509	3	228	329	20	2013
3093	spark ignition	0.8525	-0.2678	3	395	743	43	2016.6047
3094	spark ignition engine	0.8334	-0.2576	3	540	1250	86	2016.1628
3095	specialty chemical	-0.4524	0.2439	1	137	161	13	2014.6923
3096	specific energy consumption	1.278	-0.0681	3	257	485	24	2014.9167
3097	specific fuel consumption	1.2356	-0.1801	3	924	4856	255	2015.8157
3098	specific gravity	0.0653	0.4114	1	524	1044	72	2014.8889
3099	specific growth rate	-0.9822	0.2519	4	232	443	26	2016.8846
3100	specific surface area	0.0082	0.7302	1	407	717	45	2017.9778
3101	spectrometry	0.0927	0.3008	1	907	1801	150	2015.8133
3102	spectroscopy	0.1752	0.4985	1	1297	4158	264	2016.6174
3103	speed	0.6759	0.0124	3	1422	5011	305	2015.3607
3104	spirulina	-0.5675	0.3127	4	194	245	15	2018.1333
3105	spray	1.1527	-0.1245	3	490	1516	101	2015.6436
3106	spray angle	1.2362	-0.154	3	117	191	15	2015.0667
3107	spray behavior	1.1908	-0.1231	3	138	227	16	2014.75
3108	spray characteristic	1.2952	-0.1349	3	340	963	63	2016.0159
3109	spray combustion	1.0121	0.037	3	132	228	19	2016.5263
3110	spray cone angle	1.3436	-0.152	3	141	269	17	2016.2941
3111	spray penetration	1.3024	-0.1723	3	178	342	20	2016.05
3112	spray tip penetration	1.2677	-0.1297	3	152	302	19	2016.5263
3113	spring	-0.3868	-0.3098	2	383	655	48	2014.6667
3114	square	0.3241	0.0685	1	212	389	35	2015.2857
3115	square error	0.5569	0.0795	1	122	191	14	2015.7143
3116	squares regression	0.2692	0.2274	1	97	162	13	2015
3117	ssf	-0.5954	0.1259	4	218	300	19	2017.5263
3118	stable combustion	1.1491	-0.1478	3	167	246	15	2017.3333
3119	stage process	-0.4849	0.3241	1	287	388	26	2016.3462
3120	stainless steel	0.0943	0.4226	1	118	155	17	2014.9412
3121	stakeholder	-0.502	-0.8109	2	360	661	45	2015.7111
3122	stand	-0.2194	-0.5726	2	279	356	25	2014.32
3123	standard diesel	0.9625	-0.2788	3	270	487	33	2016.0606
3124	standard diesel fuel	0.842	-0.161	3	273	415	27	2016.0741
3125	standard limit	0.1258	0.1188	1	269	393	24	2018.0417
3126	standard specification	-0.1168	0.4453	1	272	379	27	2015.2222
3127	standard test method	0.5133	0.243	3	159	238	17	2014
3128	standard value	-0.028	0.5772	1	131	161	11	2018.0909
3129	starch	-0.6273	-0.1049	4	488	803	51	2013.9804
3130	start	0.9839	-0.2294	3	732	1790	99	2015.8283
3131	stationary diesel engine	1.099	-0.2038	3	181	305	17	2011.4706
3132	stationary phase	-0.7992	0.2654	4	283	502	32	2014.8438
3133	steady state condition	0.86	-0.1141	3	255	428	26	2013.1538
3134	steady state operation	1.1495	-0.3614	3	162	237	12	2016.3333
3135	stearic acid	-0.4689	0.4861	4	731	1611	94	2015.734
3136	step method	-0.2129	0.6675	1	209	291	18	2015.5556
3137	step process	-0.2249	0.5831	1	507	917	57	2015.8772
3138	step reaction	-0.1306	0.7765	1	200	295	20	2014.45
3139	step transesterification	0.2039	0.5364	1	174	241	15	2017.4667
3140	sterol	-0.3576	0.266	1	149	171	14	2014.2143
3141	stofe	0.0466	-0.3458	2	167	221	19	2013.8421
3142	stoichiometric condition	0.8921	0.0583	3	134	194	13	2017.1538
3143	stomatal conductance	-0.6201	-0.2338	2	84	137	13	2013.5385
3144	straight run gas oil	-0.1797	0.3432	1	91	132	11	2017.1818
3145	strain	-0.7291	0.1794	4	1230	5325	366	2015.5355
3146	stress	-0.6347	-0.0758	4	565	1207	96	2015.9375
3147	stress condition	-0.8339	0.0854	4	208	330	21	2015.619
3148	stroke	1.378	-0.216	3	747	3372	165	2015.697
3149	stroke diesel engine	1.3858	-0.0608	3	254	594	32	2017.9062
3150	stroke engine	0.5484	-0.5712	3	137	194	14	2014.1429
3151	strong interaction	-0.0549	0.925	1	128	162	10	2017.9
3152	structural feature	0.0215	0.4998	1	151	172	12	2017.0833
3153	study area	-0.4451	-0.7587	2	111	141	12	2015.25
3154	sub mechanism	0.8523	0.2247	3	114	213	15	2016.4667
3155	sub saharan africa	-0.327	-0.7548	2	150	207	15	2014.7333
3156	subcritical water	-0.3156	0.6677	1	145	193	14	2015.3571
3157	subsequent conversion	-0.6868	0.1665	4	125	163	11	2015.3636
3158	subsidy	-0.4466	-0.717	2	623	1405	96	2014.2812
3159	substantial improvement	0.6229	-0.332	3	159	194	10	2016
3160	substitute fuel	0.6282	0.0321	3	238	373	21	2015.5714
3161	substrate	-0.5461	0.2538	4	1211	3245	251	2015.8964
3162	succinic acid	-0.6323	-0.2071	2	223	285	18	2016.5
3163	sucrose	-0.5594	0.0554	4	279	401	28	2014.8214
3164	sugar beet	-0.5427	-0.7414	2	296	530	36	2012
3165	sugar cane	-0.3782	-0.5184	2	393	623	39	2013.6154
3166	sugar yield	-0.646	0.1367	4	174	219	17	2017.1176
3167	sugarcane	-0.4613	-0.6775	2	668	1571	102	2015.4216
3168	sugarcane ethanol	-0.4251	-0.744	2	183	267	18	2013.5556
3169	suggestion	-0.371	-0.4562	2	222	279	26	2014.1538
3170	suitable alternative fuel	1.2232	0.0409	3	129	237	13	2014.2308
3171	suitable condition	-0.3753	0.5197	1	132	156	11	2016.2727
3172	suitable feedstock	-0.4787	0.2193	4	260	342	27	2015.5556
3173	suitable source	-0.7453	0.2208	4	114	130	11	2016.0909
3174	sulfonation	-0.1912	0.9157	1	256	490	25	2017.72
3175	sulfonic acid	-0.1448	0.7625	1	168	276	17	2017
3176	sulfuric acid	-0.2721	0.5025	1	679	1315	86	2015.3488
3177	sulphuric acid	-0.1867	0.5618	1	216	325	19	2016.5263
3178	summer	-0.2378	-0.3672	2	330	511	39	2014.2308
3179	supercritical condition	-0.3784	0.368	1	197	286	21	2015.5238
3180	supercritical ethanol	-0.2472	0.7124	1	165	228	15	2016.5333
3181	supercritical methanol	-0.2154	0.7179	1	236	389	30	2013.8667
3182	supercritical water	-0.3181	0.3657	1	169	219	15	2016.8
3183	superstructure	-0.6298	-0.4712	2	122	191	20	2015.6
3184	supplementation	-0.7942	0.0995	4	421	771	47	2015.9574
3185	supply chain	-0.4891	-0.7667	2	659	1701	126	2015.6984
3186	surface area	0.0107	0.637	1	913	2281	131	2016.7939
3187	surface morphology	0.2329	0.5442	1	217	309	22	2016
3188	surface tension	0.7571	0.0169	3	420	750	55	2015.8909
3189	surrogate	0.625	0.2125	3	405	744	52	2015.75
3190	surrogate fuel	0.6385	0.1088	3	156	208	15	2017.2667
3191	survey	-0.2371	-0.6326	2	579	1021	79	2015.1772
3192	survival	-0.5347	-0.2432	2	182	228	21	2015.5714
3193	sustainability	-0.4114	-0.5361	2	1481	4796	352	2015.858
3194	sustainability assessment	-0.561	-0.7335	2	325	582	37	2015.9459
3195	sustainability criterium	-0.5251	-0.8476	2	271	459	24	2014.7917
3196	sustainability indicator	-0.6095	-0.7038	2	162	214	14	2015.7143
3197	sustainability issue	-0.5097	-0.4994	2	139	168	12	2015.5833
3198	sustainable approach	-0.825	0.095	4	129	146	10	2019
3199	sustainable biodiesel production	-0.481	0.208	4	268	370	24	2016.6667
3200	sustainable biofuel production	-0.6893	-0.2509	2	224	262	17	2017.4118
3201	sustainable manner	-0.5711	-0.6569	2	159	182	13	2014
3202	sustainable route	-0.2672	0.3007	1	150	177	11	2019.7273
3203	sustainable solution	-0.5049	-0.4743	2	112	130	11	2018.2727
3204	sustainable supply	-0.6605	-0.1347	4	124	141	10	2014.1
3205	sustainable way	-0.5445	-0.2741	2	178	201	14	2013.5714
3206	sweden	-0.4265	-0.7257	2	379	662	47	2013.7234
3207	sweet sorghum	-0.6835	-0.6254	2	250	358	23	2012.8696
3208	swirl	1.2013	-0.1435	3	169	262	16	2017.625
3209	switch	-0.0619	-0.7305	2	165	216	17	2012.3529
3210	switchgrass	-0.609	-0.4618	2	505	990	65	2015.0154
3211	synechocystis	-0.7423	0.0914	4	192	272	15	2016.9333
3212	synergistic effect	0.0236	0.509	1	503	762	54	2017.8148
3213	synthesis	-0.2351	0.485	1	1909	8346	572	2016.2867
3214	synthesized biodiesel	-0.1763	0.5949	1	200	276	17	2018.2941
3215	synthesized catalyst	-0.0461	0.9497	1	301	593	28	2017.8571
3216	synthetic antioxidant	0.4007	0.2956	1	136	278	28	2015.5357
3217	synthetic biology	-0.4816	0.0289	4	149	184	15	2016.5333
3218	synthetic medium	-0.8196	0.1905	4	159	236	13	2016.1538
3219	synthetic natural gas	-0.5094	-0.6036	2	174	270	20	2015.2
3220	system boundary	-0.5833	-0.7474	2	380	747	39	2015.5128
3221	system dynamic	-0.4258	-0.8377	2	117	151	10	2018
3222	system dynamics model	-0.4463	-0.9055	2	123	177	11	2016.3636
3223	system expansion	-0.6278	-0.7603	2	148	200	11	2014.0909
3224	t butanol	0.1937	0.5323	1	152	201	13	2012.6923
3225	tag	-0.7809	0.1358	4	451	1034	69	2015.5797
3226	tags	-0.6765	0.2237	4	207	325	22	2015.7727
3227	taguchi	1.187	0.1442	3	122	179	10	2016.8
3228	taguchi method	0.8215	0.3992	3	171	251	15	2015.4
3229	tailpipe emission	0.4768	-0.5205	3	370	566	32	2014.9062
3230	tamil nadu	-0.1292	-0.5415	2	144	187	14	2013.7857
3231	tan	0.0219	0.4477	1	173	239	21	2016.2857
3232	tank reactor	-0.3157	0.5447	1	250	337	21	2014.9048
3233	tanzania	-0.217	-0.6109	2	179	225	18	2013.2778
3234	target	-0.3495	-0.6147	2	1264	3855	274	2014.8394
3235	target product	-0.2808	0.5225	1	159	199	16	2015.5
3236	tbhq	0.2921	0.318	1	210	399	35	2016
3237	tdc	1.4785	-0.232	3	218	378	16	2015.75
3238	tea	-0.4935	-0.1033	2	352	499	28	2017.1429
3239	technical	-0.342	-0.4217	2	106	133	12	2015.1667
3240	technical performance	-0.4413	-0.4711	2	122	147	11	2017.2727
3241	techno	-0.5738	-0.5246	2	355	601	35	2018.2286
3242	techno economic	-0.6103	-0.1358	2	181	224	12	2018.1667
3243	techno economic analysis	-0.6382	-0.2533	2	538	1282	83	2017.3373
3244	techno economic assessment	-0.4668	-0.3565	2	354	564	34	2017.0882
3245	technoeconomic analysis	-0.6404	-0.3303	2	205	280	17	2016.2941
3246	technological development	-0.4255	-0.5833	2	167	198	18	2013.6667
3247	technology development	-0.4029	-0.5193	2	246	330	20	2014.85
3248	tem	0.0887	0.7672	1	824	2340	118	2017.1525
3249	temperature profile	0.6116	0.1444	3	258	380	27	2015.2222
3250	temperature range	0.3023	0.4211	1	812	1898	151	2015.4371
3251	ternary blend	0.9939	-0.0425	3	339	681	41	2018.2683
3252	ternary mixture	0.4893	0.1265	3	164	222	22	2017.1364
3253	terpene	-0.3903	0.1453	4	260	339	25	2016.68
3254	tert butanol	0.1119	0.6182	1	182	279	19	2013.5789
3255	tert butylhydroquinone	0.1722	0.3441	1	131	219	20	2015.8
3256	test condition	0.9418	-0.2128	3	307	473	23	2015.7826
3257	test engine	1.2063	-0.2395	3	350	757	39	2016.3846
3258	test fuel	1.2721	-0.1716	3	726	2653	132	2016.2348
3259	test result	1.0061	-0.2195	3	664	1872	109	2015.3028
3260	test sample	0.8635	0.1236	3	163	225	13	2017.3846
3261	tested fuel	1.0123	-0.1872	3	460	939	52	2015.4615
3262	tetrahydrofuran	0.2257	0.615	1	316	449	28	2015.7143
3263	tga	0.0722	0.6849	1	881	2467	132	2016.7652
3264	thc	1.0357	-0.3191	3	320	604	35	2015.1714
3265	thc emission	1.1894	-0.2427	3	190	294	16	2017.5625
3266	theoretical yield	-0.54	0.3061	4	306	408	27	2015.963
3267	thermal behavior	-0.1163	0.3615	1	124	156	12	2016.5
3268	thermal cracking	-0.102	0.553	1	187	277	27	2015.5556
3269	thermal decomposition	0.0297	0.4981	1	219	299	22	2016.7727
3270	thermal degradation	0.0295	0.4392	1	119	140	15	2016.4667
3271	thermal efficiency	1.1239	-0.2622	3	939	3732	199	2016.1055
3272	thermal stability	0.0715	0.508	1	569	938	71	2015.7465
3273	thermal treatment	-0.2367	0.4272	1	159	191	14	2015.6429
3274	thermochemical conversion	-0.3769	-0.1237	2	181	223	18	2016.1111
3275	thermodynamic parameter	0.1138	0.6121	1	142	177	14	2017.3571
3276	thermodynamic study	-0.023	0.664	1	134	179	13	2018.2308
3277	thermogravimetric analysis	0.0579	0.6026	1	718	1608	94	2016.7234
3278	thermogravimetry	0.0179	0.564	1	132	173	16	2013.875
3279	thf	0.2155	0.6514	1	236	326	18	2016.2778
3280	thioesterase	-0.8128	0.2665	4	165	354	21	2014.3333
3281	third generation	-0.6338	-0.379	2	132	148	11	2017.1818
3282	thlaspi arvense l	-0.4855	-0.324	2	190	269	18	2016.5
3283	time consuming	0.2533	0.186	1	130	169	12	2015.3333
3284	timing	0.8091	-0.2899	3	566	1150	67	2015.6866
3285	tio2	0.257	0.6974	1	417	715	38	2018.1842
3286	tissue	-0.3474	-0.1958	2	245	375	33	2014.9394
3287	titer	-0.7893	0.2212	4	347	940	64	2016.9531
3288	tobacco	-0.5022	-0.0339	2	140	160	13	2015.9231
3289	toc	-0.4907	0.253	4	99	136	10	2014.7
3290	tonne	-0.4948	-0.6211	2	637	1380	89	2014.8427
3291	top dead center	1.4191	-0.1869	3	226	401	16	2017.125
3292	top dead centre	1.5386	-0.2265	3	184	291	13	2017.2308
3293	torque	1.1411	-0.2545	3	559	1825	111	2015.3874
3294	torr	0.5521	0.3617	3	92	159	14	2016
3295	torrefaction	-0.3613	-0.183	2	234	310	23	2017.5652
3296	total acid number	-0.0242	0.5231	1	300	489	35	2016.6571
3297	total carbon	0.1754	-0.2476	2	176	249	17	2013.1176
3298	total content	-0.0643	0.1891	4	146	169	13	2015.0769
3299	total cost	-0.4616	-0.4688	2	432	634	46	2016.5652
3300	total emission	0.0275	-0.7102	2	203	250	16	2014.0625
3301	total energy consumption	-0.4991	-0.6619	2	190	247	17	2014.7059
3302	total energy input	-0.7634	-0.5039	2	133	189	12	2013.5833
3303	total fatty acid	-0.8804	0.2172	4	362	742	43	2014.8837
3304	total ghg emission	-0.6579	-0.6201	2	157	233	12	2016.1667
3305	total glycerol	-0.1429	0.4194	1	141	172	12	2014.1667
3306	total hydrocarbon	0.9281	-0.3765	3	369	751	40	2014.6
3307	total lipid	-0.8887	0.2341	4	411	987	59	2015.7797
3308	total lipid content	-0.9143	0.2051	4	344	720	45	2014.8889
3309	total lipid yield	-0.7789	0.257	4	122	160	11	2017.5455
3310	total nitrogen	-0.9334	0.0804	4	290	563	30	2017.1
3311	total organic carbon	-0.5163	0.0195	4	166	204	14	2015
3312	total pah	0.7853	-0.3435	3	107	178	13	2012.8462
3313	total particle number	0.9104	-0.3603	3	155	217	12	2015.3333
3314	total phosphorus	-0.9084	0.0012	4	195	308	18	2016.2222
3315	total yield	-0.2276	0.458	1	219	257	18	2015.1111
3316	tpd	-0.0508	0.9184	1	269	493	22	2016.5455
3317	tpr	0.0073	0.9083	1	171	272	14	2015.3571
3318	trace amount	-0.0202	0.3933	1	100	114	10	2014.7
3319	trace metal	0.3249	-0.1869	3	140	193	14	2014.2143
3320	tracer	0.3081	-0.348	2	166	217	16	2012.375
3321	trade off	-0.4763	-0.6756	2	495	861	56	2015.8571
3322	traffic	0.1727	-0.5711	2	312	473	33	2013.8485
3323	training	0.0093	-0.5692	2	195	256	13	2014.6923
3324	trait	-0.6795	-0.1704	2	385	764	62	2014.5323
3325	trajectory	-0.1275	-0.6257	2	221	309	25	2014.68
3326	trans esterification reaction	-0.266	0.641	1	112	140	11	2014.9091
3327	transesterification	-0.107	0.4369	1	2227	14174	1006	2014.4612
3328	transesterification reaction	-0.0192	0.6468	1	1221	5067	336	2015.0655
3329	transition metal	0.0031	0.6151	1	243	336	20	2017.55
3330	transmission electron microscope	0.1246	0.5968	1	182	249	13	2016.9231
3331	transmission electron microscopy	0.1368	0.698	1	523	1118	56	2016.4643
3332	transport sector	-0.0718	-0.624	2	927	2196	153	2015.2353
3333	transportation	-0.2521	-0.5905	2	1385	4238	284	2015.088
3334	transportation biofuel	-0.358	-0.34	2	274	346	24	2013.8333
3335	transportation cost	-0.577	-0.6886	2	187	256	20	2015.9
3336	transportation system	-0.1456	-0.6602	2	247	333	22	2014
3337	treatment device	0.8862	-0.4196	3	142	197	13	2014
3338	triacylglyceride	-0.4855	0.3016	4	270	400	28	2015.6071
3339	triacylglycerol	-0.7071	0.1996	4	525	1241	82	2015.2317
3340	tribological performance	0.7893	0.1394	3	107	173	14	2015.7143
3341	triglyceride	-0.0476	0.5818	1	1202	3728	271	2013.738
3342	triolein	-0.1738	0.8673	1	170	247	16	2015.0625
3343	tropical country	-0.3857	-0.5151	2	196	242	18	2014.5556
3344	truck	0.1015	-0.661	2	539	1019	70	2013.3857
3345	tung oil	-0.0126	0.637	1	119	158	12	2011.9167
3346	turbo	0.7838	-0.5349	3	163	214	13	2014
3347	turbocharged diesel engine	1.2077	-0.1524	3	141	210	13	2014.5385
3348	turbulence	1.0706	-0.1082	3	195	263	18	2016.2778
3349	ubhc	1.4953	-0.1012	3	186	382	18	2013.2222
3350	uco	-0.3598	-0.4456	2	218	292	21	2014.4762
3351	uhc	1.2638	-0.1104	3	421	1290	63	2017.746
3352	uhc emission	1.258	-0.1734	3	128	193	11	2018.4545
3353	ukraine	-0.3711	-0.7949	2	136	168	14	2017.2143
3354	ulsd	0.7131	-0.3419	3	516	1167	75	2014.24
3355	ultimate analysis	-0.2522	0.3723	1	213	301	22	2016.1364
3356	ultra low sulfur diesel	0.7336	-0.3886	3	397	799	52	2013.2308
3357	ultra low sulfur diesel fuel	0.7126	-0.1504	3	157	209	14	2012.3571
3358	ultra low sulphur diesel	0.6515	-0.3488	3	183	246	16	2012.9375
3359	ultrafine particle	0.5285	-0.4262	3	161	233	16	2014.9375
3360	ultralow sulfur diesel	0.6998	-0.4765	3	204	298	19	2013.2105
3361	ultrasonic irradiation	-0.129	0.8422	1	150	268	18	2014.1111
3362	ultrasonic power	-0.219	0.6227	1	137	168	11	2017.9091
3363	ultrasonication	-0.1018	0.5326	1	290	483	31	2016.6129
3364	ultrasonicator	1.1611	0.0929	3	197	527	23	2017.6957
3365	ultrasound	-0.2315	0.5717	1	308	528	41	2016.3902
3366	unburned hydrocarbon	1.2135	-0.3018	3	624	1945	99	2015.7374
3367	unburned hydrocarbon emission	1.3115	-0.173	3	159	248	13	2017
3368	unburnt hydrocarbon	1.3221	-0.1351	3	374	912	44	2016.9091
3369	uncertainty	-0.2914	-0.6095	2	1157	3606	262	2014.813
3370	uncertainty analysis	-0.2345	-0.5394	2	341	510	32	2016.6562
3371	uncoated engine	1.2943	-0.1161	3	135	271	13	2016.3846
3372	unimolecular decomposition	0.5342	0.4349	3	99	148	11	2017
3373	unit cost	-0.5387	-0.529	2	119	134	11	2015.1818
3374	united kingdom	-0.3125	-0.7789	2	130	147	10	2013.7
3375	united state	-0.5132	-0.6038	2	505	877	60	2015
3376	united states	-0.4459	-0.6475	2	706	1467	100	2014.55
3377	unmodified diesel engine	1.0956	-0.1887	3	257	486	29	2014.6207
3378	unregulated emission	0.9298	-0.3677	3	264	530	27	2013.963
3379	unsaturated fatty acid	-0.2916	0.263	4	747	1426	103	2015.2233
3380	upgrading	-0.2907	0.2812	1	1041	2803	191	2016.2304
3381	upgrading process	-0.2343	0.4931	1	343	554	32	2016.1875
3382	urban air pollution	0.2168	-0.6536	2	129	149	10	2014.6
3383	urban bus	0.3949	-0.5206	3	104	149	11	2010.9091
3384	us department	-0.3628	-0.3794	2	182	214	13	2013.4615
3385	us environmental protection agency	-0.3104	-0.6017	2	95	112	10	2012.8
3386	usa	-0.4852	-0.5078	2	774	1539	110	2015.0545
3387	usd	-0.4615	-0.3731	2	266	341	24	2018.0417
3388	user	-0.2437	-0.6939	2	477	755	57	2014.1579
3389	vacuum distillation	-0.1243	0.5073	1	117	135	11	2015.4545
3390	valeric acid	-0.592	0.3155	4	96	119	10	2016.2
3391	valerolactone	-0.2717	0.4013	1	177	274	20	2016.65
3392	valf	1.0225	-0.1085	3	221	385	20	2015.05
3393	valuable biofuel	-0.3735	0.5293	1	63	73	10	2014
3394	valuable chemical	-0.3232	0.5962	1	272	368	24	2017.375
3395	valuable co product	-0.8158	-0.0306	4	193	246	15	2015.6
3396	valuable compound	-0.4475	0.4119	4	151	168	11	2017.1818
3397	valuable product	-0.5919	0.1353	4	189	216	16	2017.4375
3398	valuable resource	-0.6796	-0.0762	4	144	151	10	2017.2
3399	value chain	-0.4588	-0.5862	2	382	612	40	2016.675
3400	vapor phase	0.6588	0.0019	3	110	133	12	2014.3333
3401	vaporization	1.028	-0.0452	3	381	753	54	2015.1111
3402	variable compression ratio	1.4336	-0.0702	3	227	491	22	2017.4545
3403	variable compression ratio engine	1.5409	-0.138	3	128	257	13	2015.9231
3404	vehicle emission	0.328	-0.5775	2	180	257	19	2015.1053
3405	vehicle exhaust	0.2949	-0.5209	2	124	142	10	2015.7
3406	vehicle fleet	0.0849	-0.684	2	299	437	31	2012.871
3407	velocity	0.697	0.1129	3	700	1599	126	2016.0159
3408	viable alternative fuel	0.6217	-0.0938	3	121	151	10	2016.7
3409	vibration	0.8216	-0.0266	3	224	391	28	2017.5
3410	village	-0.3163	-0.715	2	161	217	18	2013.0556
3411	vinasse	-0.6081	-0.2334	2	172	226	17	2018.6471
3412	vision	-0.3523	-0.8053	2	185	233	15	2014.8
3413	vitamin	-0.8936	0.0696	4	121	162	10	2019
3414	vitro	0.0079	-0.0999	3	224	324	26	2014.5
3415	vocs	0.1491	-0.3078	2	136	160	13	2014.4615
3416	volatile fatty acid	-0.7581	0.1822	4	126	201	14	2016.9286
3417	volatilization	0.1026	0.4393	1	73	88	11	2014.0909
3418	volume basis	1.2345	-0.1807	3	430	1089	55	2016.9818
3419	volume fraction	0.8364	0.0004	3	373	627	45	2016.8
3420	volumetric basis	1.1309	-0.2538	3	137	190	11	2018.6364
3421	volumetric efficiency	1.2076	-0.2564	3	143	240	13	2013.4615
3422	volumetric ratio	0.519	0.2023	3	215	326	19	2016.1053
3423	vsm	-0.0217	1.1004	1	143	229	11	2017.7273
3424	w v	-0.4122	0.446	1	377	580	37	2015.973
3425	w w	-0.3728	0.4561	1	1196	3528	226	2015.8938
3426	washing	-0.2621	0.4209	1	352	489	38	2014.7105
3427	waste cooking oil biodiesel	0.9582	-0.2517	3	197	262	16	2017.125
3428	waste cooking oil methyl ester	0.879	-0.0692	3	130	170	11	2015.5455
3429	waste fish oil	-0.005	0.7438	1	131	171	13	2015
3430	waste frying oil	-0.2731	0.5267	1	301	558	36	2015.5833
3431	waste glycerol	-0.7491	0.3135	4	216	340	23	2014.8696
3432	waste treatment	-0.6233	-0.1214	2	175	207	16	2016.1875
3433	wasteland	-0.5633	-0.6336	2	200	286	23	2011.5217
3434	wastewater	-0.735	0.0674	4	1107	3466	227	2016.8634
3435	wastewater treatment	-0.7694	-0.019	4	601	1314	87	2017.0115
